,DEPTH,GR,NPHI,PE,RHOB,AC,Lithology
0,770.8,68.87,0.43,0.99,1.916,384.91,2
1,770.84,68.38,0.399,1.0,2.041,376.11,2
2,770.88,65.32,0.358,1.16,2.192,366.95,2
3,770.92,65.47,0.333,1.5,2.323,358.01,2
4,770.96,66.36,0.313,1.92,2.367,349.87,2
5,771.0,65.03,0.298,2.13,2.359,342.99,1
6,771.04,66.45,0.293,2.2,2.338,337.69,1
7,771.08,68.83,0.298,2.33,2.314,334.15,1
8,771.12,67.63,0.295,2.38,2.31,332.33,1
9,771.16,67.57,0.296,2.29,2.321,331.98,1
10,771.2,71.65,0.298,2.24,2.332,332.68,1
11,771.24,78.22,0.301,2.28,2.329,333.86,1
12,771.28,86.65,0.303,2.31,2.324,334.99,1
13,771.32,90.91,0.298,2.33,2.335,335.7,1
14,771.36,87.03,0.292,2.38,2.338,335.83,1
15,771.4,84.05,0.289,2.39,2.323,335.42,1
16,771.44,85.76,0.282,2.37,2.301,334.58,1
17,771.48,89.93,0.278,2.36,2.284,333.45,1
18,771.52,90.81,0.281,2.4,2.271,332.16,1
19,771.56,82.91,0.292,2.41,2.274,330.71,1
20,771.6,76.37,0.297,2.36,2.288,329.08,1
21,771.64,74.77,0.304,2.35,2.304,327.17,1
22,771.68,72.94,0.304,2.36,2.33,324.93,1
23,771.72,74.06,0.298,2.41,2.356,322.28,1
24,771.76,78.62,0.289,2.54,2.379,319.28,1
25,771.8,83.01,0.284,2.69,2.389,316.03,1
26,771.84,79.79,0.281,2.76,2.384,312.74,1
27,771.88,73.16,0.285,2.74,2.383,309.71,1
28,771.92,72.17,0.29,2.66,2.394,307.18,1
29,771.96,79.72,0.287,2.61,2.411,305.32,1
30,772.0,85.84,0.278,2.78,2.402,304.08,1
31,772.04,84.69,0.263,2.95,2.389,303.24,1
32,772.08,77.39,0.259,2.86,2.39,302.53,1
33,772.12,71.05,0.258,2.75,2.386,301.71,1
34,772.16,69.41,0.268,2.69,2.385,300.77,1
35,772.2,67.72,0.268,2.69,2.389,299.75,1
36,772.24,70.01,0.27,2.81,2.389,298.84,1
37,772.28,73.75,0.258,2.98,2.385,298.14,1
38,772.32,71.98,0.251,3.02,2.387,297.67,1
39,772.36,65.0,0.256,2.85,2.403,297.4,1
40,772.4,58.71,0.267,2.63,2.423,297.21,1
41,772.44,59.53,0.269,2.52,2.439,296.95,1
42,772.48,65.24,0.269,2.56,2.439,296.51,1
43,772.52,68.19,0.26,2.69,2.432,295.79,1
44,772.56,68.39,0.25,2.95,2.416,294.75,1
45,772.6,68.07,0.245,3.12,2.398,293.36,1
46,772.64,67.36,0.252,3.01,2.399,291.54,1
47,772.68,70.09,0.266,2.82,2.411,289.24,1
48,772.72,75.35,0.274,2.86,2.405,286.36,1
49,772.76,76.97,0.268,3.09,2.395,282.86,1
50,772.8,76.84,0.25,3.25,2.395,278.82,1
51,772.84,77.95,0.242,3.27,2.399,274.32,1
52,772.88,74.65,0.248,3.2,2.404,269.51,3
53,772.92,69.81,0.249,3.1,2.417,264.49,3
54,772.96,69.41,0.245,3.04,2.444,259.4,3
55,773.0,69.94,0.231,3.1,2.471,254.34,3
56,773.04,65.43,0.224,3.31,2.488,249.48,3
57,773.08,59.08,0.221,3.51,2.498,245.01,3
58,773.12,56.39,0.213,3.47,2.504,241.21,3
59,773.16,54.79,0.201,3.3,2.51,238.35,3
60,773.2,54.72,0.201,3.08,2.528,236.65,3
61,773.24,56.8,0.205,2.91,2.547,236.07,3
62,773.28,61.64,0.218,2.94,2.547,236.37,3
63,773.32,66.94,0.222,3.08,2.543,237.09,3
64,773.36,68.61,0.217,3.15,2.547,237.73,3
65,773.4,66.32,0.205,3.19,2.539,237.94,3
66,773.44,60.85,0.194,3.38,2.509,237.59,3
67,773.48,55.89,0.194,3.5,2.486,236.79,3
68,773.52,56.47,0.194,3.37,2.48,235.72,3
69,773.56,58.89,0.199,3.25,2.483,234.58,3
70,773.6,56.54,0.197,3.24,2.496,233.53,3
71,773.64,52.05,0.19,3.25,2.512,232.63,3
72,773.68,48.32,0.18,3.22,2.524,231.9,3
73,773.72,47.81,0.168,3.16,2.541,231.24,3
74,773.76,50.52,0.151,3.27,2.559,230.39,3
75,773.8,51.23,0.139,3.53,2.582,228.98,3
76,773.84,50.6,0.123,3.8,2.618,226.69,3
77,773.88,48.88,0.109,3.98,2.657,223.38,3
78,773.92,46.69,0.098,4.1,2.673,219.24,3
79,773.96,45.73,0.093,4.21,2.677,214.58,3
80,774.0,44.59,0.088,4.14,2.687,209.75,3
81,774.04,45.86,0.087,4.11,2.673,205.0,3
82,774.08,51.09,0.086,4.22,2.647,200.55,3
83,774.12,52.99,0.087,4.31,2.64,196.67,3
84,774.16,52.55,0.089,4.3,2.65,193.8,3
85,774.2,53.76,0.087,4.19,2.663,192.53,3
86,774.24,55.18,0.088,4.12,2.675,193.34,3
87,774.28,53.35,0.094,4.24,2.679,196.38,3
88,774.32,50.25,0.103,4.4,2.674,201.36,3
89,774.36,50.29,0.113,4.23,2.68,207.9,3
90,774.4,55.05,0.119,4.05,2.681,215.51,3
91,774.44,58.94,0.126,4.06,2.662,223.88,3
92,774.48,60.75,0.132,3.96,2.655,232.87,3
93,774.52,62.11,0.14,3.73,2.67,242.36,3
94,774.56,60.17,0.148,3.53,2.673,252.28,3
95,774.6,56.44,0.157,3.49,2.651,262.35,3
96,774.64,60.82,0.16,3.63,2.624,272.17,3
97,774.68,66.3,0.159,3.85,2.594,281.19,1
98,774.72,67.86,0.171,3.93,2.563,289.01,1
99,774.76,69.92,0.188,4.04,2.522,295.53,1
100,774.8,71.67,0.203,3.84,2.477,301.05,1
101,774.84,72.89,0.224,3.49,2.443,306.0,1
102,774.88,72.85,0.25,3.29,2.431,310.64,1
103,774.92,69.67,0.266,3.1,2.421,314.91,1
104,774.96,67.83,0.276,2.83,2.382,318.48,1
105,775.0,72.99,0.283,2.72,2.349,321.16,1
106,775.04,77.23,0.287,2.74,2.341,322.98,1
107,775.08,75.79,0.291,2.6,2.365,324.4,1
108,775.12,77.5,0.283,2.48,2.387,325.95,1
109,775.16,80.13,0.273,2.51,2.395,327.86,1
110,775.2,79.15,0.268,2.56,2.401,329.92,1
111,775.24,80.62,0.278,2.59,2.41,331.64,1
112,775.28,81.9,0.276,2.65,2.419,332.6,1
113,775.32,78.15,0.265,2.68,2.427,332.68,1
114,775.36,76.89,0.259,2.73,2.427,332.09,1
115,775.4,80.74,0.26,2.84,2.418,331.2,1
116,775.44,82.77,0.262,3.02,2.398,330.19,1
117,775.48,79.03,0.259,3.06,2.378,328.89,1
118,775.52,77.39,0.244,2.85,2.377,326.85,1
119,775.56,82.55,0.237,2.61,2.393,323.6,1
120,775.6,88.21,0.234,2.44,2.407,318.95,1
121,775.64,90.15,0.233,2.4,2.412,313.21,1
122,775.68,84.08,0.239,2.38,2.426,307.18,1
123,775.72,71.51,0.25,2.35,2.453,301.82,1
124,775.76,61.17,0.261,2.39,2.472,297.77,1
125,775.8,55.64,0.266,2.46,2.501,295.15,1
126,775.84,51.64,0.265,2.58,2.55,293.56,1
127,775.88,52.18,0.253,2.76,2.641,292.43,1
128,775.92,59.05,0.246,3.16,2.737,291.42,1
129,775.96,65.09,0.239,3.61,2.748,290.52,1
130,776.0,66.8,0.227,3.78,2.718,290.01,1
131,776.04,70.26,0.22,3.99,2.699,290.34,1
132,776.08,77.22,0.227,4.55,2.686,291.85,1
133,776.12,83.05,0.257,5.25,2.645,294.74,1
134,776.16,90.32,0.294,5.2,2.544,298.95,1
135,776.2,95.21,0.303,4.33,2.437,304.16,1
136,776.24,94.89,0.293,3.57,2.4,309.82,1
137,776.28,94.64,0.28,3.19,2.425,315.37,1
138,776.32,92.05,0.273,3.03,2.452,320.45,1
139,776.36,91.82,0.284,2.99,2.461,324.95,1
140,776.4,95.54,0.297,3.05,2.471,328.99,1
141,776.44,93.7,0.296,3.08,2.488,332.75,1
142,776.48,90.25,0.285,3.04,2.508,336.38,1
143,776.52,94.42,0.275,3.12,2.534,339.89,1
144,776.56,102.23,0.263,3.27,2.547,343.28,1
145,776.6,104.94,0.271,3.29,2.531,346.47,1
146,776.64,107.58,0.279,3.25,2.504,349.41,1
147,776.68,109.07,0.285,3.14,2.485,352.06,1
148,776.72,108.09,0.287,3.12,2.483,354.44,1
149,776.76,109.79,0.276,3.16,2.498,356.56,1
150,776.8,112.5,0.286,3.12,2.513,358.46,1
151,776.84,112.22,0.295,2.88,2.503,360.13,1
152,776.88,110.67,0.314,2.65,2.483,361.47,1
153,776.92,114.38,0.317,2.58,2.467,362.29,1
154,776.96,119.77,0.322,2.68,2.453,362.36,1
155,777.0,114.24,0.319,2.76,2.462,361.47,1
156,777.04,108.3,0.31,2.89,2.491,359.54,1
157,777.08,110.46,0.297,3.13,2.487,356.65,1
158,777.12,112.99,0.292,3.15,2.45,352.97,1
159,777.16,110.12,0.285,2.96,2.44,348.77,1
160,777.2,104.41,0.286,2.74,2.471,344.32,1
161,777.24,101.49,0.294,2.58,2.501,339.84,1
162,777.28,99.27,0.303,2.56,2.506,335.52,1
163,777.32,95.24,0.31,2.67,2.503,331.41,1
164,777.36,93.96,0.303,2.92,2.503,327.54,1
165,777.4,95.72,0.287,3.19,2.515,323.79,1
166,777.44,92.13,0.27,3.46,2.529,320.05,1
167,777.48,87.34,0.269,3.67,2.543,316.3,1
168,777.52,90.96,0.277,3.72,2.546,312.65,1
169,777.56,95.37,0.287,3.66,2.525,309.4,1
170,777.6,93.87,0.279,3.49,2.507,306.95,1
171,777.64,88.01,0.278,3.36,2.511,305.63,1
172,777.68,81.43,0.278,3.17,2.521,305.62,1
173,777.72,80.36,0.278,2.99,2.521,306.75,1
174,777.76,86.6,0.279,2.84,2.519,308.56,1
175,777.8,96.61,0.282,2.76,2.521,310.55,1
176,777.84,101.1,0.287,2.77,2.531,312.26,1
177,777.88,98.59,0.291,2.88,2.538,313.5,1
178,777.92,94.18,0.294,3.0,2.538,314.29,1
179,777.96,90.21,0.308,3.01,2.535,314.78,1
180,778.0,88.82,0.311,2.93,2.536,315.2,1
181,778.04,89.77,0.304,2.85,2.545,315.68,1
182,778.08,92.16,0.297,2.86,2.554,316.31,1
183,778.12,92.7,0.296,2.87,2.569,317.03,1
184,778.16,91.33,0.29,2.87,2.572,317.69,1
185,778.2,93.44,0.283,2.97,2.551,318.08,1
186,778.24,98.85,0.282,3.12,2.53,318.09,1
187,778.28,103.81,0.279,3.16,2.525,317.78,1
188,778.32,103.51,0.269,3.26,2.547,317.42,1
189,778.36,95.03,0.27,3.59,2.577,317.4,1
190,778.4,87.73,0.283,3.89,2.582,318.05,1
191,778.44,92.03,0.299,3.65,2.568,319.52,1
192,778.48,102.33,0.294,3.14,2.584,321.63,1
193,778.52,107.81,0.294,2.87,2.615,323.98,1
194,778.56,107.47,0.294,2.92,2.617,326.06,1
195,778.6,106.5,0.292,3.05,2.599,327.5,1
196,778.64,103.74,0.29,3.11,2.604,328.15,1
197,778.68,102.95,0.284,3.17,2.644,328.09,1
198,778.72,107.25,0.281,3.27,2.684,327.51,1
199,778.76,110.71,0.273,3.45,2.653,326.66,1
200,778.8,108.29,0.275,3.57,2.581,325.79,1
201,778.84,103.48,0.285,3.47,2.54,325.11,1
202,778.88,104.14,0.3,3.32,2.526,324.84,1
203,778.92,104.5,0.319,3.29,2.518,325.14,1
204,778.96,100.39,0.311,3.43,2.512,326.03,1
205,779.0,99.14,0.304,3.6,2.499,327.38,1
206,779.04,97.88,0.303,3.43,2.488,328.98,1
207,779.08,90.3,0.311,3.2,2.474,330.63,1
208,779.12,84.23,0.317,3.19,2.454,332.18,1
209,779.16,83.84,0.323,3.36,2.426,333.57,1
210,779.2,83.61,0.332,3.61,2.387,334.75,1
211,779.24,85.77,0.341,3.61,2.347,335.71,1
212,779.28,83.52,0.34,3.24,2.319,336.46,1
213,779.32,78.17,0.341,2.79,2.293,337.05,1
214,779.36,77.74,0.337,2.51,2.271,337.56,1
215,779.4,79.81,0.342,2.4,2.261,338.14,1
216,779.44,82.26,0.336,2.38,2.26,338.89,1
217,779.48,87.97,0.342,2.35,2.263,339.83,1
218,779.52,90.17,0.34,2.3,2.268,340.8,1
219,779.56,85.73,0.34,2.28,2.281,341.58,1
220,779.6,81.06,0.344,2.28,2.299,342.01,1
221,779.64,83.41,0.352,2.31,2.316,342.16,1
222,779.68,89.33,0.355,2.37,2.338,342.39,1
223,779.72,88.57,0.346,2.48,2.349,343.27,1
224,779.76,82.65,0.354,2.57,2.345,345.33,1
225,779.8,79.63,0.377,2.59,2.338,348.91,1
226,779.84,80.92,0.405,2.64,2.333,354.04,1
227,779.88,82.17,0.418,2.66,2.344,360.6,2
228,779.92,81.95,0.426,2.53,2.358,368.31,2
229,779.96,81.17,0.448,2.42,2.334,376.86,2
230,780.0,76.3,0.479,2.38,2.256,385.88,2
231,780.04,61.05,0.501,2.35,2.13,395.02,2
232,780.08,47.95,0.49,2.31,1.998,403.85,2
233,780.12,42.8,0.475,2.32,1.895,412.02,2
234,780.16,36.81,0.461,2.38,1.802,419.28,2
235,780.2,31.69,0.464,2.44,1.684,425.58,2
236,780.24,29.96,0.488,2.23,1.551,431.01,2
237,780.28,28.18,0.507,1.8,1.447,435.53,2
238,780.32,25.55,0.499,1.53,1.39,439.02,2
239,780.36,24.23,0.468,1.48,1.365,441.28,2
240,780.4,24.78,0.472,1.49,1.37,442.27,2
241,780.44,31.42,0.473,1.49,1.397,442.26,2
242,780.48,44.29,0.479,1.52,1.416,441.73,2
243,780.52,52.73,0.514,1.59,1.409,441.27,2
244,780.56,55.44,0.575,1.58,1.413,441.31,2
245,780.6,60.8,0.588,1.45,1.477,442.04,2
246,780.64,71.47,0.582,1.36,1.604,443.38,2
247,780.68,83.55,0.535,1.45,1.762,445.03,2
248,780.72,86.1,0.505,1.46,1.857,446.62,2
249,780.76,81.11,0.507,1.19,1.874,447.76,2
250,780.8,74.03,0.509,1.08,1.874,448.06,2
251,780.84,66.79,0.498,1.27,1.865,447.22,2
252,780.88,62.36,0.527,1.64,1.821,445.07,2
253,780.92,59.33,0.536,1.98,1.723,441.72,2
254,780.96,52.42,0.521,2.05,1.578,437.55,2
255,781.0,46.74,0.51,1.86,1.447,433.09,2
256,781.04,45.38,0.506,1.68,1.386,428.8,2
257,781.08,47.24,0.497,1.63,1.387,424.84,2
258,781.12,53.64,0.484,1.64,1.408,421.03,2
259,781.16,60.5,0.46,1.57,1.42,416.95,2
260,781.2,60.28,0.436,1.44,1.422,412.21,2
261,781.24,59.25,0.428,1.34,1.452,406.49,2
262,781.28,60.2,0.407,1.34,1.54,399.78,2
263,781.32,60.19,0.416,1.47,1.682,392.35,2
264,781.36,62.48,0.421,1.61,1.821,384.75,2
265,781.4,64.82,0.43,1.63,1.9,377.58,2
266,781.44,65.31,0.42,1.57,1.945,371.28,2
267,781.48,65.78,0.391,1.59,2.014,366.02,2
268,781.52,64.44,0.36,1.79,2.116,361.54,2
269,781.56,59.78,0.329,2.12,2.216,357.34,2
270,781.6,60.54,0.308,2.33,2.268,352.89,2
271,781.64,65.34,0.297,2.35,2.267,347.88,1
272,781.68,69.18,0.287,2.31,2.254,342.39,1
273,781.72,68.68,0.27,2.23,2.242,336.8,1
274,781.76,67.56,0.257,2.24,2.234,331.63,1
275,781.8,69.27,0.247,2.3,2.246,327.23,1
276,781.84,69.96,0.261,2.31,2.276,323.68,1
277,781.88,71.44,0.262,2.25,2.289,320.91,1
278,781.92,76.26,0.261,2.21,2.29,318.75,1
279,781.96,79.44,0.257,2.24,2.289,317.08,1
280,782.0,77.73,0.263,2.23,2.29,315.82,1
281,782.04,75.09,0.272,2.19,2.286,314.94,1
282,782.08,72.46,0.279,2.1,2.278,314.47,1
283,782.12,65.1,0.277,2.08,2.269,314.51,1
284,782.16,58.79,0.287,2.12,2.264,315.19,1
285,782.2,58.52,0.289,2.15,2.272,316.7,1
286,782.24,59.98,0.295,2.25,2.262,319.19,1
287,782.28,58.86,0.289,2.31,2.232,322.71,1
288,782.32,54.99,0.285,2.24,2.211,327.15,1
289,782.36,52.87,0.283,2.14,2.206,332.23,0
290,782.4,55.19,0.292,2.09,2.215,337.65,0
291,782.44,58.25,0.308,2.06,2.231,343.1,1
292,782.48,61.03,0.323,2.06,2.244,348.53,2
293,782.52,65.18,0.327,2.1,2.258,354.01,2
294,782.56,68.94,0.314,2.11,2.272,359.6,2
295,782.6,72.39,0.307,2.1,2.29,365.24,2
296,782.64,79.53,0.31,2.1,2.328,370.68,2
297,782.68,88.37,0.318,2.23,2.366,375.62,2
298,782.72,95.05,0.328,2.46,2.383,379.86,2
299,782.76,97.99,0.336,2.66,2.386,383.32,2
300,782.8,100.43,0.352,2.67,2.389,385.96,2
301,782.84,101.91,0.385,2.6,2.399,387.9,2
302,782.88,103.51,0.4,2.69,2.397,389.29,2
303,782.92,108.32,0.402,2.87,2.391,390.43,2
304,782.96,113.56,0.387,2.89,2.405,391.54,2
305,783.0,118.39,0.39,2.87,2.421,392.77,2
306,783.04,116.21,0.404,2.93,2.421,393.97,2
307,783.08,111.56,0.406,2.91,2.424,394.75,2
308,783.12,110.83,0.399,2.87,2.416,394.66,2
309,783.16,112.9,0.391,2.85,2.403,393.36,2
310,783.2,116.23,0.392,2.83,2.406,390.81,2
311,783.24,117.77,0.381,2.77,2.42,387.12,2
312,783.28,117.02,0.364,2.73,2.427,382.36,2
313,783.32,115.07,0.368,2.72,2.425,376.42,2
314,783.36,110.99,0.366,2.73,2.416,369.13,1
315,783.4,109.84,0.355,2.79,2.41,360.68,1
316,783.44,108.45,0.335,2.78,2.425,351.8,1
317,783.48,101.22,0.331,2.69,2.45,343.58,1
318,783.52,86.99,0.321,2.63,2.468,336.86,1
319,783.56,69.0,0.287,2.55,2.473,331.85,1
320,783.6,57.67,0.248,2.51,2.449,328.02,1
321,783.64,52.91,0.227,2.53,2.407,324.55,0
322,783.68,51.45,0.219,2.47,2.376,320.84,0
323,783.72,48.93,0.213,2.36,2.346,316.73,0
324,783.76,42.45,0.204,2.24,2.318,312.55,0
325,783.8,36.61,0.192,2.16,2.294,308.84,0
326,783.84,36.06,0.188,2.13,2.272,306.15,0
327,783.88,38.15,0.192,2.08,2.247,304.9,0
328,783.92,38.49,0.2,1.99,2.219,305.33,0
329,783.96,36.66,0.207,1.91,2.213,307.4,0
330,784.0,34.72,0.215,1.87,2.216,310.93,0
331,784.04,33.75,0.218,1.83,2.21,315.57,0
332,784.08,35.05,0.222,1.76,2.212,320.95,0
333,784.12,36.12,0.227,1.7,2.227,326.79,0
334,784.16,35.86,0.233,1.69,2.229,332.91,0
335,784.2,34.77,0.236,1.71,2.218,339.21,0
336,784.24,33.61,0.25,1.77,2.21,345.5,0
337,784.28,35.05,0.256,1.8,2.214,351.38,0
338,784.32,38.67,0.258,1.78,2.219,356.37,2
339,784.36,39.0,0.254,1.76,2.219,360.01,2
340,784.4,35.96,0.259,1.79,2.209,362.08,2
341,784.44,36.52,0.263,1.85,2.195,362.68,2
342,784.48,39.37,0.264,1.9,2.186,362.11,2
343,784.52,37.94,0.27,1.94,2.182,360.75,2
344,784.56,33.86,0.264,1.95,2.178,358.89,2
345,784.6,30.2,0.263,1.95,2.174,356.79,0
346,784.64,27.96,0.26,1.93,2.177,354.71,0
347,784.68,29.01,0.267,1.88,2.187,352.8,0
348,784.72,30.2,0.275,1.86,2.191,351.13,0
349,784.76,31.57,0.28,1.86,2.193,349.5,0
350,784.8,34.8,0.284,1.83,2.19,347.67,0
351,784.84,37.58,0.29,1.81,2.185,345.48,0
352,784.88,39.72,0.295,1.82,2.182,343.02,0
353,784.92,39.44,0.295,1.81,2.181,340.6,0
354,784.96,37.43,0.301,1.85,2.172,338.66,0
355,785.0,38.72,0.286,1.87,2.162,337.43,0
356,785.04,41.47,0.274,1.83,2.158,336.83,0
357,785.08,39.98,0.266,1.81,2.166,336.5,0
358,785.12,37.05,0.258,1.84,2.185,336.02,0
359,785.16,36.25,0.253,1.84,2.212,335.11,0
360,785.2,36.44,0.249,1.76,2.248,333.76,0
361,785.24,36.72,0.243,1.7,2.282,332.19,0
362,785.28,38.01,0.248,1.7,2.301,330.68,0
363,785.32,39.39,0.257,1.72,2.32,329.42,0
364,785.36,40.06,0.256,1.7,2.348,328.47,0
365,785.4,38.71,0.252,1.7,2.362,327.76,0
366,785.44,36.7,0.247,1.76,2.345,327.24,0
367,785.48,36.41,0.248,1.83,2.324,326.89,0
368,785.52,37.62,0.259,1.9,2.313,326.83,0
369,785.56,36.82,0.266,1.95,2.303,327.24,0
370,785.6,35.74,0.269,1.96,2.288,328.26,0
371,785.64,36.36,0.264,1.94,2.265,329.89,0
372,785.68,38.06,0.259,1.92,2.231,331.96,0
373,785.72,40.27,0.252,1.9,2.21,334.16,0
374,785.76,40.48,0.25,1.83,2.218,336.24,0
375,785.8,41.13,0.253,1.78,2.236,338.03,0
376,785.84,46.31,0.26,1.75,2.239,339.52,0
377,785.88,50.87,0.256,1.79,2.226,340.79,0
378,785.92,47.4,0.262,1.86,2.208,341.93,0
379,785.96,44.27,0.275,1.87,2.195,342.99,0
380,786.0,43.94,0.289,1.81,2.194,343.96,0
381,786.04,42.12,0.289,1.74,2.202,344.84,0
382,786.08,39.47,0.281,1.74,2.205,345.61,0
383,786.12,38.4,0.279,1.82,2.193,346.28,0
384,786.16,38.46,0.281,1.87,2.183,346.95,0
385,786.2,37.3,0.278,1.89,2.187,347.7,0
386,786.24,33.33,0.291,1.91,2.186,348.59,0
387,786.28,30.43,0.302,1.97,2.179,349.65,0
388,786.32,29.32,0.299,2.01,2.172,350.85,0
389,786.36,29.59,0.294,2.01,2.164,352.06,0
390,786.4,30.62,0.286,2.0,2.165,353.19,0
391,786.44,31.9,0.287,1.94,2.171,354.17,0
392,786.48,33.02,0.289,1.84,2.176,355.02,0
393,786.52,31.66,0.288,1.82,2.176,355.81,0
394,786.56,28.66,0.287,1.9,2.169,356.62,0
395,786.6,29.43,0.29,1.96,2.172,357.43,0
396,786.64,31.11,0.293,1.95,2.19,358.12,2
397,786.68,29.77,0.294,1.93,2.207,358.52,2
398,786.72,29.49,0.292,1.9,2.209,358.51,2
399,786.76,32.66,0.28,1.9,2.2,358.05,2
400,786.8,35.05,0.268,1.92,2.196,357.25,2
401,786.84,32.69,0.262,1.91,2.21,356.33,0
402,786.88,30.93,0.269,1.84,2.231,355.56,0
403,786.92,31.5,0.275,1.83,2.226,355.14,0
404,786.96,31.16,0.271,1.89,2.198,355.13,0
405,787.0,31.91,0.263,1.97,2.178,355.47,0
406,787.04,36.22,0.267,2.0,2.176,356.08,2
407,787.08,36.96,0.268,2.01,2.18,356.87,2
408,787.12,33.08,0.275,2.04,2.183,357.83,2
409,787.16,32.4,0.268,1.98,2.196,358.92,2
410,787.2,32.66,0.261,1.94,2.212,360.06,2
411,787.24,34.1,0.259,1.93,2.226,361.04,2
412,787.28,38.68,0.259,1.92,2.234,361.61,2
413,787.32,41.4,0.26,1.9,2.226,361.62,2
414,787.36,41.89,0.266,1.94,2.215,361.1,2
415,787.4,40.55,0.276,2.04,2.206,360.31,2
416,787.44,41.06,0.283,2.11,2.209,359.61,2
417,787.48,43.54,0.28,2.04,2.233,359.25,2
418,787.52,41.87,0.28,1.92,2.25,359.33,2
419,787.56,39.72,0.275,1.93,2.239,359.83,2
420,787.6,39.81,0.279,2.03,2.226,360.64,2
421,787.64,38.91,0.281,2.04,2.224,361.57,2
422,787.68,37.71,0.282,1.93,2.228,362.32,2
423,787.72,39.25,0.279,1.89,2.232,362.7,2
424,787.76,40.68,0.267,1.96,2.238,362.71,2
425,787.8,40.01,0.265,2.02,2.238,362.55,2
426,787.84,40.21,0.27,2.04,2.22,362.54,2
427,787.88,41.09,0.278,1.99,2.194,362.89,2
428,787.92,42.83,0.27,1.94,2.178,363.64,2
429,787.96,46.37,0.264,1.94,2.168,364.62,2
430,788.0,46.32,0.264,1.93,2.17,365.6,2
431,788.04,40.85,0.273,1.86,2.178,366.46,2
432,788.08,38.48,0.281,1.8,2.182,367.11,2
433,788.12,39.33,0.272,1.81,2.176,367.57,2
434,788.16,38.22,0.27,1.86,2.168,367.88,2
435,788.2,38.17,0.276,1.93,2.16,368.05,2
436,788.24,39.78,0.276,2.0,2.154,368.08,2
437,788.28,39.57,0.276,2.08,2.148,367.96,2
438,788.32,38.67,0.28,2.12,2.148,367.74,2
439,788.36,41.74,0.282,2.02,2.161,367.47,2
440,788.4,46.08,0.285,1.82,2.179,367.25,2
441,788.44,47.72,0.279,1.74,2.194,367.09,2
442,788.48,48.49,0.269,1.81,2.204,366.79,2
443,788.52,47.82,0.27,1.95,2.213,366.1,2
444,788.56,47.49,0.279,2.03,2.207,364.82,2
445,788.6,46.94,0.294,2.0,2.194,363.04,2
446,788.64,45.69,0.311,1.92,2.186,361.09,2
447,788.68,47.65,0.303,1.88,2.182,359.31,2
448,788.72,51.86,0.286,1.95,2.173,357.94,2
449,788.76,50.33,0.276,2.1,2.156,356.94,2
450,788.8,44.17,0.269,2.17,2.139,356.19,2
451,788.84,40.78,0.275,2.05,2.137,355.5,2
452,788.88,44.25,0.28,1.94,2.146,354.82,2
453,788.92,47.41,0.282,1.92,2.155,354.19,2
454,788.96,45.41,0.282,1.92,2.155,353.76,2
